bspak sudah mengajar dengan baik terimakasih ;positif
bu, pelan-pelan bu, saya gak kuat kalo harus kebut-kebutanðÿ˜­ðÿ™;negatif
"bu, uas nya jangan susah"" ya bu... aku ga hafal banyak banget materinya buuuu aaa";netral
bu eli sudah tepat waktu kalau mengajar dan tepat sasaran;positif
bu ida cara mengajarnya sudah baik bu tapi agak kecepatan;negatif
bu ida saat mengajar sabar bila kami belum paham bu ida selalu mengulanginya sampai paham it's the best teacher ;positif
bu lia menerangkan sangat enak dengan di kombinasikan cerita cerita jadi 3 sks ga kersaa lama;positif
"bu lia over task didalam pembelajaran
";negatif
bu maaf kalau kita diam pas ditanya tapi bener2 kita nggak bisa memahami yang ibu jelaskan, kalau nggak diimbangi baca materi. mungkin bisa diubah cara mengajarnya spt memberi contoh sederhana ;negatif
bu maaf saya belum pernah berangkat kuliah;netral
bu novi mengajarnya sudah cukup baik;positif
bu prakteknya bu;negatif
bu saat mengajar jangan cepet2 agak ketinggalan;negatif
bu saya suka dengan nasehat ibu bisa masuk ke hati dan bila ingin berbuat dosa suka ke inget orang tua makasih bu nasehatnya;positif
bu untuk kedepan lebih baik membuat jadwal yang tidak ber tabrakan/mepet;negatif
bu untuk kedepan mengajarnya jangan terlalu cepat jadi ketinggalan;negatif
cara bapak mengajar sudah baik tapi alangkah baiknya bapak jangan meninggalkan kelas terus menerus ya. terimakasih pak;negatif
cara beliau mengajar dapat memberikan pengertian yang baik dalam materi perkuliahan.;positif
cara beliau mengajar dapat memberikan pengertian yang baik dalam materi perkuliahan. contoh soal ditambahin lagi;positif
cara beliau mengajar dapat memberikan pengertian yang baik dalam materi perkuliahan. contoh soal ditambahin lagi ketika mengajar tolong waktunya diperbaikin.;negatif
cara beliau mengajar dapat memberikan pengertian yang baik dalam materi perkuliahan. dalam penambahan jadwal tolong dibaikin lagi;negatif
cara dosen sam asisten dalam penyampaian materi beda. contoh soal dan materi tolong dibanyakin. jangan terlalu telat supaya materi yang disampaikan bisa selesai tempat waktu;negatif
cara kuliah blm efektif;negatif
cara menerangkan dan menjelaskan sangat baik good job;positif
cara mengajar baik dan jelas;positif
cara mengajar bisa lebih dikembangkan agar tidak terlalu terpaku dengan textbook, dan juga bisa membuat suasana kelas menjadi lebih hidup;negatif
cara mengajar cukup baik dan mudah dipahami;positif
cara mengajarnya kurang jelas,semoga lebih baik;negatif
cara mengajarnya sudah baik, akan tetapi ketepatan waktu perkuliahan harus di tingkatkan. terimakasih pak;negatif
cara mengajarnya sudah cukup baik;positif
cara mengajarnya sudah cukup bail;positif
cara mengajar sangat baik;positif
cara mengajar sangat baik, terfavorit :);positif
cara mengajar sangat jelas dan bisa dipahami tetapi terkadang terlalu cepat, sehingga teman-teman yang kurang menangkap materi menjadi tidak paham;negatif
cara mengajar sudah baik, jelas dan mudah dipahami akan tetapi terkadang terlalu cepat, sehingga teman-teman yang kurang mengerti menjadi tidak paham;negatif
cara mengajar sudah jelas, tetapi terkadang terlalu cepat sehingga teman-teman yang tidak mengerti menjadi tidak paham;negatif
cara mengajar yang sudah baik;positif
"cara mengajar yang sudah baik
";positif
cara menyampaikan materi terlalu rumit;negatif
cara menyampaikan materi tidak terlalu jelas;negatif
cara menyampaikan materi yang jelas dan mudah di pahami ;positif
cara pembalajarannha yg kurang memahamkan;negatif
cara penyampaian materinya mudah di pahami ;positif
cara penyampaian materinya sangat jelas dan mudah di pahami;positif
cara penyampaian materi sangat mudah dipahami sehingga mahasiswa mudah dalam menangkap materi yang disampaikan,;positif
cara penyampaian materi sulit dipahami;negatif
cara penyampaian materi yang mudah di pahami;positif
cara penyampaiannya sudah sesuai, tidak terlalu tegang saat perkuliahan;negatif
cara penyampaiannya sudah sesuai, tidak terlalu tegang saat perkuliahan. materi yang diajarkan sama saat ujian banyak yang beda dalam penyampaian pembelajaran;negatif
cara penyampainnya terlalu cepat;negatif
cepat saat menjelaskan;negatif
cocok pak;netral
contoh soal dibanyakin ;negatif
contoh soal kurang banyak;negatif
cukup ;netral
cukup baik;positif
cukup baik, akan perlu di tingkatkan lagi dalam mengajarnya;negatif
cukup baik, akan tetapi alangkah baiknya saat ada matkul bisa datang sesuai jadwal agar mahasiswa tidak menunggu lama;negatif
"cukup baik dalam pembelajaran
";positif
cukup baik dan ramah sama mahasiswa;positif
cukup baik dengan mahasiswa penyampain materi mudah di pahami;positif
cukup baik terima kasih;positif
cukup nyaman dan cukup kompeten;positif
"cukup puas dengan apa yg telah diajarkan 
";positif
cukup puas dengan cara mengajarnya;positif
cukup ramah dengan mahasiswa tetapi pengajarannya terkadang masih belum terlalu jelas.;negatif
cukuprrr;positif
dalam masalah ganti jadwal mungkin bisa diperbaiki lagi. terimakasih;negatif
dalam memberikan materi lebih jelas lagi;negatif
"dalam memberikan materi monoton jadi mahasiswa tidak bisa berkembang kemampuannya
";negatif
dalam memberikan materi sudah baik ;positif
dalam memberikan materi sudah baik dan lebih ditingkatkan lagi;positif
dalam memberikan materi sudah cukup baik;positif
dalam memberikan materi sudah cukup baik dan semoga ditingkatkan lebih baik lagi;positif
dalam memberikan materi sudah cukup baik tetapi dalam masalah waktu kalau memang waktu sudah ditetapkan jam itu mohon bisa tepat waktu;negatif
dalam memberi materi sudah cukup bagus cuma dalam memberi materi kurang begitu paham;negatif
dalam mengajar harap lebih pelan lagi bu;negatif
dalam mengajar ibu sangat memuaskan;positif
dalam mengajar ketepatan waktu tak pernah telat. materi yang dijarkan sesuai mata kuliah. ;positif
dalam mengajar materi mudah dipahami ;positif
dalam mengajar saya rasa cukup baik dan jelas.;positif
dalam mengajar sudah baik ;positif
dalam menjelaskan materi jangan terlalu cepat;negatif
dalam menjelaskan materi ppt tidak itu itu aja yang dijelaskan ;negatif
dalam menyampaian materi kadang sulit dipahami, keterlambatan kedatangan perlu diperbaiki. ;negatif
dalam menyampaikan kisi kisi terkesan bertele-tele , mahasiswa yang tidak masalah terkena imbasnya;negatif
dalam menyampaikan materi suaranya kurang keras, dalam menyampaikan materi kadang terlalu cepat.;negatif
dalam menyampaikan materi terlalu cepat. ;negatif
dalam ngajar mengajar kurang memahamkan ;negatif
dalam pembelejaran, selalu keluar konteks dan tidak jelas. penjelasan nya pun hanya berputar2 , tidak bisa berkomunikasi dengan baik dgn mahasiswa & tidak memberi kesempatan mhsw untuk berpendapat. :(;negatif
dalam pengajaran  baik;positif
dalam pengajaran materi baik;positif
dalam pengajarannya baik;positif
dalam pengajarannya terlalu mutar-mutar gak pada intinya jadi terkadang bingung,terimakasih;negatif
dalam pengoreksian lembar jawaban ujian sebaiknya dikoreksi oleh dosen bukan mahasiswa agar tidak terjadi kecurangan, terimakasih;negatif
dalam penyampaian cukup jelas.;positif
dalam penyampaian materi perlu diperbaiki lagi, contoh soal dibanyakin dan waktu dalam pembelajaran perlu dibaiki lagi biar sesuai waktu dalam penyampaian materi.;negatif
dalam penyampaian materi sudah baik;positif
dalam penyampaian pembelajar sangat baik;positif
dalam proses pembelajaran masih kurang;negatif
dapat memberikan contoh terlebih dahulu;negatif
dapat memberikan materi dalam bentuk power point;negatif
datangnya dimohon tepat waktu;positif
datang terlambat setidaknya memberi kabar kpd mahasiswa;negatif
de bestt ;positif
de besttt ;positif
"di banyakin prakteknya pak kalau di kelas
";negatif
di bikin santai aja pak cara penyampaian materinya jangan di bikin tegang;negatif
diharapkan kedepannya bisa lebih banyak pertemuan tatap muka dan diharapkan cara mengajar bisa lebih jelas dan tidak bertele-tele;negatif
diharapkan perkuliahan bapak kedepannya semakin efektif, sering masuk dan mengajar sebagaimana mestinya;negatif
diharapkan perlakuan antar mahasiswa sama;negatif
dimohon selalu tepat waktu untuk mengajar makul;negatif
dimohon untuk dapat memenuhi disaat jadwal kuliah yang sudah dijanjikan serta tegas dalam menentukan pendapatnya.;negatif
dimohon untuk datang tepat waktu untuk mengajar makul;negatif
dimohon untuk datang tepet waktu;negatif
diperbagus lagi cara mengajarnya agar mahasiswa semangat dalam memahami materi;negatif
diperbaiki lagi untuk alat teknologi dalam mengajar;negatif
diperjelas lagi penjelasannya kalo ngajar pak;negatif
dipertahankan cara berkonsultasi atau berinteraksi dengan mahasiswa;negatif
dipertahankan cara mengajarnya;positif
dipertanyakan cara mengajarnya dan kalo ngajar suaranya diperjelas;negatif
di sedingin senyum dong pa;negatif
disiplin dalam pembelajaran;positif
diskusi yang menarik;positif
ditingkatkan belajar mengajarnya ya bu ;negatif
ditingkatkan dalam mengajar dan dalam menerima ataupun menjawab pertanyaan mahasiswa;negatif
ditingkatkan lagi;negatif
di tingkatkan lagi;negatif
ditingkatkan lagi cara belajar mengajarnya ya bu;negatif
ditingkatkan lagi ya pak;negatif
di tingkatkat lagi;negatif
di tingoatkan lagi;negatif
dituingkatjan lagi;negatif
dosem yang disiplin;positif
dosen andalan (emot jempol) pak :);positif
dosen baik, mahasiswanya yang kurang baik;positif
dosen dengan nilai ghoib;negatif
dosen favorit, cara mengajarnya sudah bagus dan jelas;positif
dosen mantap;positif
dosen mata kuliah tidak sesuai. seharusnya setelah uts dosennya bu eli ;negatif
dosenn terbaekk;positif
dosennya enak;positif
"dosennya seenaknya sendiri, masa saya seminar kp di barengin sama mata kuliah semester 3. tidam menghargai mahasiswa dengan keegoisannya
";negatif
dosen pasif dan mudah memberi nilai buruk untuk mahasiswa;negatif
dosen pengampu sangat sangat baik dan panutan dan dalam kelas sangat sangat paham membantu mahasiswa yang kesusahan pemberi solusi;positif
dosen pengampu saya bukanlah dosen tersebut. jadi bagaimana saya menilainya?;netral
dosen ramah dan pemberi solusi;positif
"dosen sangat ramah kepada mahasiswa 
";positif
dosen super;positif
dosen terbaik;positif
dosen terbaik selama di fti;positif
dosen tercantik semangat ;positif
dosen terlalu di kejar materi dalam.penyampaian n-ya;negatif
dosen yang baik;positif
dosen yang tertib;positif
fasilitas kelas agar di perbaiki seperti proyektor yang terkadang tidak mau hidup ketika akan di gunakan. ;negatif
finger print di ruang matkul ttt eror, banyak mahasiswa yg absensi nya kurang;negatif
finger print sering eror;netral
good;positif
good :);positif
good job;positif
good job sir;positif
good teacher;positif
harap kalau mengajar lebih tepat waktu lagi .;negatif
harap lebih tepat waktu dalam mengajar;negatif
hargai usaha mahasiswa dalam menyelesaikan tugas2 yang diberikan dengan nilai yang sesuai. saya yakin dosen pasti mengerti betapa tidak terlalu pentingnya nilai angka atau abjad. ;negatif
hargai usaha mahasiswa dalam menyelesaikan tugas2 yang diberikan dengan nilai yang sesuai. saya yakin dosen pasti mengerti betapa tidak terlalu pentingnya nilai angka atau abjad dlm khidupn.a;negatif
harus langsung dipraktekkan karena susah jika hanya di angan angan;negatif
harus lebih baik dari sebelumnya;negatif
harus lebih baik mengajarnya;negatif
harus lebih konsisten atau on time;negatif
harus lebih ringan lagi tugasnya;negatif
harus mampu memahami kondisi pemikiran mahasiswa;negatif
harus mendekat kemahasiswa;negatif
hmm;netral
hmmmm;netral
ibu dosen baik dalam mengisi kuliah dan memotivasi untuk dapat membuat produk produk untuk belajar;positif
ibu dosen baik dalam menyampaikan materi, semoga dilain kuliah tidak sering kosong dalam mengisi kuliah;negatif
ibu dosen sangat baik dalam mengisi perkuliahan dan mampu menghidupkan suasana kelas sehingga mahasiswa menjadi aktif;positif
ibu dosen sudah baik dalam mengisi perkuliahan, semoga tidak terlambat lagi dalam mengisi kuliah karena akan memakan waktu untuk perkuliahan;negatif
ibu jenny mengajarnya sudah baik. materi yang diajarkan juga cukup jelas untuk dimengerti.;positif
ibuk sudah mengajar dengan baik makasih bu :);positif
ibu soal ujiannya jangan yang susah-susah ya bu;netral
icukup baik;positif
improve the service;netral
informatika kapan akreditasinya jadi a??;netral
interaksi dengan mahasiswa ditambah;negatif
istimewa;positif
its good;positif
jadilah dosen yang bisa dibanggakan oleh mahasiswa;negatif
jadilah dosen yg bisa dibanggakan oleh mahasiswa;negatif
jadilah dosen yg bisa memahami segala keadaan mahasiswa. ;negatif
jadilah dosen yg bisa memberikan umpan balik keilmuan terhadap mahasiswa;negatif
jadwal kuliahnya sesuai jam yang ada disim, jika ada info kosong segera dikonfirmasi. jangan dibanyakin jadwal kosong dan keterlambatan masuk kelas perlu dibalikin lagi.;negatif
jadwal mata kuliah di sim sama dari bap beda, akibatnya absensi finger print tidak terdeteksi;negatif
jaga emosi bu;negatif
jam kuliahnya lebih on time lagi pak;negatif
jam kuliah yang berubah menyebabkan mahasiswa kesulitan untuk mengikuti kelas karena memiliki kesibukan masing masing,;negatif
jam mata kuliah harus sesuai;negatif
jangan adakan kelas dadakan penambahan ataupun pembatalan kelas. info perbaikan tentang masuk kelas atau kosong tolong diberbaikin. jangan sering telat dan sering ditinggal waktu ada kelas.;negatif
jangan asal memindahkan jam ;negatif
jangan banyak mata kuliah waktu mengajar kosong dan kejelasan materi harus ditambahain lagi. banyakin tugas dan materi kuliah;negatif
jangan banyak penvgantinya bu;negatif
jangan bikin murid tegang;negatif
jangan datang terlambat pak;negatif
jangan kebanyakan kosong buk;negatif
jangan kebanyakan kosong ya pak;negatif
jangan killer banget pak, lebih toleran lagi;negatif
jangan moody an bu;negatif
jangan moody an buk;negatif
jangan ngambegkan bu. ingat udah tua harus rajin senyum;negatif
jangan ngeprank mahasiswa dengan mengatakan kalau perkuliahan di tiadakan. dan tolong ya kuliah ith jangan banyak kosongnya. masak tugas doank tatap muia cuma berapa kali.;negatif
jangan ngilang ngilang pak;negatif
jangan pelit nilai ya bu....;negatif
jangan sering absen;negatif
jangan sering absen waktu matkul;negatif
jangan sering ngasih jadwal mendadak;negatif
jangan sering sering kosong pak;negatif
jangan sering telat dan jangan sering tidak masuk;negatif
jangan sering telat waktu pembelajaran dan contoh soal dibanyakin.;negatif
jangan suka terlambat kalau mengulang dan juga harus konsisten dalam memberikan tugas;negatif
jangan telat pak;negatif
jangan terlalu bnyak tugasnya pak;negatif
"jangan terlalu cepat cepat bu, dalam mengajar 
karena masih banyak mahasiswa yang belum paham, walaupun mereka bilang paham yang sebenernya terjadi mereka kurang mengerti";negatif
"jangan terlalu cepat dalam memberikan materi
";negatif
"jangan terlalu cepat dalam memberikan penilaian.
memberikan waktu lebi untuk persentasi materi tugas,karena masi ada kelompok yang belum bisa maju mempresentasikan tugasnya";negatif
jangan terlalu cepat dalam menjelaskan bu.  terimakasih;negatif
jangan terlalu cepat dalam penyampain materi supaya saya bisa paham tentang fisika;negatif
jangan terlalu cepat menjelaskan materi ;negatif
"jangan terlalu di campur antara materi/matkul pancasila dengan agama karena nanti jadi efektif dalam pembelajaran.
kalok soal suasana pembelajaran sangat menarik dan tidak monoton
";negatif
jangan terlalu fokus kepada mahasiswa yang ibu kenal saja ;negatif
jangan terlalu sering memberi tugas dan kalo kosong jangan di ganti tugas melainkn di ganti hari aja buk;negatif
jarang masuk;negatif
jarang masuk dan cara penyampaiannya kurang memuaskan;negatif
jarang masuk dan penguasaan materi kurang ;negatif
jauh lebih baik lagi;negatif
jelas dalam menerangkan pelajarann;negatif
jelas dan menyenangkan;positif
jelas saat mengajar;positif
jelas saat menjelaskan;positif
"jelas saat menjelaskan
";positif
jika menjelaskan pelajaran sebaiknya dengan suara lantang;negatif
"jika menjelaskan suaranya kurang keras
";negatif
jika menyampaikan materi, sesuai dengan topik saja ya bu, jangan kemana mana hehe;negatif
jos;positif
joss;positif
joss pak;positif
josss;positif
kadang ibu ngajak lari ngejar materi hehe tapi selebihnya sudah bagus bu saya paham dgn apa yang ibu sampaikan;negatif
kadang membosankan dlm pembelajaran;negatif
kalau beri tugas mohon di beri tahu, tolong ngajarnya yang mudah di mengerti para mahaswa;negatif
kalau bisa konfirmasi jam pelajaran agar tidak terbentur dengan waktu tugas mengajar ibo;negatif
kalau dari saya hanya ingin penataan ruang pembelajaran yang lebih baik, seperti penataan korden jendela yang rapi, dan ac yang sudah rusak diganti dengan yang baru. kamar mandi direnovasi.;negatif
kalau jika ada persensi yang kurang, jangan terlalu ofer ;negatif
kalau mau ngisi jam kuliah di infokan dulu pak masuk jam berapa biar kita sama-sama enak;negatif
kalau memberikan tugas jangan terlalu banyak pak..;negatif
kalau menerangkan agak keras sedikit ya bu;negatif
"kalau menerangkan jangan cepat"" karena banyak mahasiswa ada  yang belom paham tentang materi yang di berikan.";negatif
"kalau menerangkan jangan cepet cepet bu biyar bisa mengikuti ajaran ibu
";negatif
kalau menerangkan jangan terlalu cepat ya bu,pelan pelan;negatif
"kalau menerangkan lebih jelas lagi, dan lebih pelan lagi
";negatif
kalau menerangkan terkadang kurang jelas;negatif
kalau mengajar jangan cepat cepat karena siswa masih ada yang keteteran;negatif
kalau mengajar lebih pelan pelan pak, terlalu kecepetan;negatif
kalau mengajar materinya mudah di terima;negatif
kalau menjelaskan lebih pelan pelan;negatif
kalau menjelaskan lebih sesuai topik;negatif
kalau menulis  dipapan tulis runtut bu jadi biar gk sebar sana sini kami kan juga agak bingung mulai nyatet drimane dulu;negatif
kalau nerangin suara nya ibu terlalu lembut kurang keras jadi bikin ngantuk dan bosan;negatif
kalobngajar diperjelas sudah gak jelas ngasih nilainya sulit juga;negatif
kalo jelasin jgn cepetâ² ya buuuu,agak pelannnn,biar ga ketinggalan saya nya;negatif
"kalok bisa pptnya janga menggunakan bahasa inggris semua karena tidak semua mahasiswa bisa berbahasa inggris
cara mengajarnya yg terlalu monoton, membuat mahasiswa menjadi bosan";negatif
kalo kosong jngan di ganti tugas buk dan juga kalo pulang jangan di beri tugas terus;negatif
kalo masuk kelas di usahakan tepat waktu biar ngga nunggu lama antara kepastian kosong atau masuknya bapak;negatif
kalo mengajar jangan terlalu cepat;negatif
kalo mengajar tepat waktu;negatif
kalo mgajar kasih selingan canda tawa dikit pak;negatif
kalo minta pengganti  jam sesuai dengan kesepakatan pertama, dan ketika mempet tiba jamnya jangan tiba tiba dicancel.  ;negatif
"kalo ngejelasin ndak usah buru"" yaa buðÿ¤—aku agak kurang paham";negatif
kasih nilai yang bagus ya buðÿ¤­;negatif
kata yang anak tk sangat memberikan motivasi bagi kami;positif
kedepannya bisa lebih baik lagi ;negatif
kedepannya lebih baik;negatif
kedepannya lebih baik lagi ;negatif
kedepannya lebih jelas lagi yang di ajarkan;negatif
kedepannya penyampaian materi tidak hanya fukos pada power point.;negatif
kedepanya lebih baik lagi;negatif
kedepanya saya harap ibu jika mengajar kalkulus jangan cepat cepat ;negatif
keep fightinggg ;netral
"kehadiran diperbaiki
";negatif
kehadiran diperbaiki kembali, kemudian untuk pemberian tugas disesuaikan dengan keadaan mahasiswa;negatif
kehadiran lebih tepat waktu ;negatif
kehadirannya diperbaiki, kemudian untuk media pembelajaran gunakan cisco packet tracer agar mahasiswa dapat melakukan simulasi routing protocol;negatif
kemampuan yang sangat baik dalam menguasai materi pembelajaran;positif
keren pak ;positif
ketepatan dalam menyampaikan materi dan bisa dimengerti mahasiswa;positif
ketika ingin bimbingan sangat susah sekali untuk dicari ;negatif
ketika menjelaskan materi perkuliahan harus lebih jelas lagi.;negatif
ketika pembelajaran jangan dibuat tegang;negatif
ketika saat matkul berjalan jangan dibuat mahasiswanya tegang;negatif
konsisten terhadap waktu, jadwal sesuai kalau mau diajuin atau di kundurin konfirmasi sama masiswa ;negatif
krifik saya, ibu kan punya anak ni. gimana rasanya kalo anak ibu dapet nilai jelek?  rasanya apa? kecewa kan, yg ada anak ibu itu di tegur. nah sama dgn halnya ibu, jgn pelit dengan nilai atiati ;negatif
